"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","Info"
"12092","178.347312068","10.43.1.228","45.55.41.223","TCP","66","32884","80","[TCP Retransmission] 32884  >  80 [FIN, ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=1228616957 TSecr=2266219488"
"13455","194.353397551","10.43.1.228","162.213.33.50","TCP","74","36730","443","36730  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3169405039 TSecr=0 WS=128"
"13456","194.353499249","162.213.33.50","10.43.1.228","TCP","74","443","36730","443  >  36730 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=64 SACK_PERM=1 TSval=2820424379 TSecr=3169405039"
"13457","194.353578913","10.43.1.228","162.213.33.50","TCP","66","36730","443","36730  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3169405039 TSecr=2820424379"
"13458","194.354134129","10.43.1.228","162.213.33.50","TLSv1.2","341","36730","443","Client Hello"
"13459","194.354307751","162.213.33.50","10.43.1.228","TCP","66","443","36730","443  >  36730 [ACK] Seq=1 Ack=276 Win=65216 Len=0 TSval=2820424389 TSecr=3169405040"
"13517","195.080581531","162.213.33.50","10.43.1.228","TLSv1.2","1434","443","36730","Server Hello"
"13518","195.080655678","10.43.1.228","162.213.33.50","TCP","66","36730","443","36730  >  443 [ACK] Seq=276 Ack=1369 Win=64128 Len=0 TSval=3169405767 TSecr=2820425109"
"13519","195.080666389","162.213.33.50","10.43.1.228","TCP","1434","443","36730","443  >  36730 [PSH, ACK] Seq=1369 Ack=276 Win=65216 Len=1368 TSval=2820425109 TSecr=3169405040 [TCP segment of a reassembled PDU]"
"13520","195.080682109","10.43.1.228","162.213.33.50","TCP","66","36730","443","36730  >  443 [ACK] Seq=276 Ack=2737 Win=63616 Len=0 TSval=3169405767 TSecr=2820425109"
"13521","195.080685136","162.213.33.50","10.43.1.228","TLSv1.2","552","443","36730","Certificate, Server Key Exchange, Server Hello Done"
"13522","195.080695464","10.43.1.228","162.213.33.50","TCP","66","36730","443","36730  >  443 [ACK] Seq=276 Ack=3223 Win=63232 Len=0 TSval=3169405767 TSecr=2820425109"
"13523","195.082936833","10.43.1.228","162.213.33.50","TLSv1.2","192","36730","443","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"13524","195.083056527","162.213.33.50","10.43.1.228","TCP","66","443","36730","443  >  36730 [ACK] Seq=3223 Ack=402 Win=65088 Len=0 TSval=2820425109 TSecr=3169405769"
"13563","195.224795245","162.213.33.50","10.43.1.228","TLSv1.2","117","443","36730","Change Cipher Spec, Encrypted Handshake Message"
"13564","195.224849548","10.43.1.228","162.213.33.50","TCP","66","36730","443","36730  >  443 [ACK] Seq=402 Ack=3274 Win=64128 Len=0 TSval=3169405911 TSecr=2820425259"
"13565","195.225304906","10.43.1.228","162.213.33.50","TLSv1.2","841","36730","443","Application Data"
"13566","195.225533321","162.213.33.50","10.43.1.228","TCP","66","443","36730","443  >  36730 [ACK] Seq=3274 Ack=1177 Win=64320 Len=0 TSval=2820425259 TSecr=3169405911"
"13577","195.485812964","162.213.33.50","10.43.1.228","TLSv1.2","317","443","36730","Application Data"
"13578","195.485887443","10.43.1.228","162.213.33.50","TCP","66","36730","443","36730  >  443 [ACK] Seq=1177 Ack=3525 Win=64128 Len=0 TSval=3169406172 TSecr=2820425519"
"14287","205.483315762","10.43.1.228","45.55.41.223","TCP","66","32884","80","[TCP Retransmission] 32884  >  80 [FIN, ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=1228644093 TSecr=2266219488"
"14714","211.062310415","10.36.2.165","10.43.2.5","TCP","66","54086","7680","54086  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"14770","212.065274284","10.36.2.165","10.43.2.5","TCP","66","54086","7680","[TCP Retransmission] 54086  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"14875","214.064881389","10.36.2.165","10.43.2.5","TCP","66","54086","7680","[TCP Retransmission] 54086  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"15080","218.046429100","10.34.1.10","10.43.1.1","TCP","66","63200","7680","63200  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"15081","218.074030102","10.36.2.165","10.43.2.5","TCP","66","54086","7680","[TCP Retransmission] 54086  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"15156","219.242642050","10.34.1.10","10.43.1.1","TCP","66","63200","7680","[TCP Retransmission] 63200  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"15603","225.177428498","10.34.1.10","10.43.1.1","TCP","66","63200","7680","[TCP Retransmission] 63200  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"15664","225.963309526","10.43.1.228","162.213.33.50","TCP","66","36730","443","[TCP Keep-Alive] 36730  >  443 [ACK] Seq=1176 Ack=3525 Win=64128 Len=0 TSval=3169436649 TSecr=2820425519"
"15665","225.963411531","162.213.33.50","10.43.1.228","TCP","66","443","36730","[TCP Keep-Alive ACK] 443  >  36730 [ACK] Seq=3525 Ack=1177 Win=64320 Len=0 TSval=2820455989 TSecr=3169406172"
"15671","226.085251675","10.36.2.165","10.43.2.5","TCP","66","54086","7680","[TCP Retransmission] 54086  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"17603","255.740867311","10.61.83.164","10.43.1.1","TCP","66","49920","7680","49920  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"17648","256.683309375","10.43.1.228","162.213.33.50","TCP","66","36730","443","[TCP Keep-Alive] 36730  >  443 [ACK] Seq=1176 Ack=3525 Win=64128 Len=0 TSval=3169467369 TSecr=2820455989"
"17649","256.683417367","162.213.33.50","10.43.1.228","TCP","66","443","36730","[TCP Keep-Alive ACK] 443  >  36730 [ACK] Seq=3525 Ack=1177 Win=64320 Len=0 TSval=2820486709 TSecr=3169406172"
"17655","256.753502937","10.61.83.164","10.43.1.1","TCP","66","49920","7680","[TCP Retransmission] 49920  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"17749","258.768664915","10.61.83.164","10.43.1.1","TCP","66","49920","7680","[TCP Retransmission] 49920  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"17976","262.769857849","10.61.83.164","10.43.1.1","TCP","66","49920","7680","[TCP Retransmission] 49920  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"18428","270.784344636","10.61.83.164","10.43.1.1","TCP","66","49920","7680","[TCP Retransmission] 49920  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"18715","276.778705635","10.44.1.174","10.43.2.5","TCP","66","56433","7680","56433  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"18834","279.024824665","10.34.1.11","10.43.1.1","TCP","66","52723","7680","52723  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"18883","279.779275628","10.44.1.174","10.43.2.5","TCP","66","56433","7680","[TCP Retransmission] 56433  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"19083","282.025505644","10.34.1.11","10.43.1.1","TCP","66","52723","7680","[TCP Retransmission] 52723  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"19314","285.779921606","10.44.1.174","10.43.2.5","TCP","66","56433","7680","[TCP Retransmission] 56433  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"19387","287.403278260","10.43.1.228","162.213.33.50","TCP","66","36730","443","[TCP Keep-Alive] 36730  >  443 [ACK] Seq=1176 Ack=3525 Win=64128 Len=0 TSval=3169498089 TSecr=2820486709"
"19388","287.403457326","162.213.33.50","10.43.1.228","TCP","66","443","36730","[TCP Keep-Alive ACK] 443  >  36730 [ACK] Seq=3525 Ack=1177 Win=64320 Len=0 TSval=2820517429 TSecr=3169406172"
"19427","288.025368742","10.34.1.11","10.43.1.1","TCP","66","52723","7680","[TCP Retransmission] 52723  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"21008","315.490325700","162.213.33.50","10.43.1.228","TLSv1.2","97","443","36730","Encrypted Alert"
"21009","315.490383937","10.43.1.228","162.213.33.50","TCP","66","36730","443","36730  >  443 [ACK] Seq=1177 Ack=3556 Win=64128 Len=0 TSval=3169526176 TSecr=2820545519"
"21010","315.490393015","162.213.33.50","10.43.1.228","TCP","66","443","36730","443  >  36730 [FIN, ACK] Seq=3556 Ack=1177 Win=64320 Len=0 TSval=2820545519 TSecr=3169406172"
"21011","315.490532143","10.43.1.228","162.213.33.50","TLSv1.2","97","36730","443","Encrypted Alert"
"21012","315.490584775","10.43.1.228","162.213.33.50","TCP","66","36730","443","36730  >  443 [FIN, ACK] Seq=1208 Ack=3557 Win=64128 Len=0 TSval=3169526177 TSecr=2820545519"
"21013","315.490623056","162.213.33.50","10.43.1.228","TCP","66","443","36730","443  >  36730 [ACK] Seq=3557 Ack=1208 Win=64320 Len=0 TSval=2820545519 TSecr=3169526176"
"21014","315.490685486","162.213.33.50","10.43.1.228","TCP","66","443","36730","443  >  36730 [ACK] Seq=3557 Ack=1209 Win=64320 Len=0 TSval=2820545519 TSecr=3169526177"
"21043","316.087462799","10.44.2.1","10.43.1.1","TCP","66","59135","7680","59135  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"21083","317.090589512","10.44.2.1","10.43.1.1","TCP","66","59135","7680","[TCP Retransmission] 59135  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"21174","319.091287967","10.44.2.1","10.43.1.1","TCP","66","59135","7680","[TCP Retransmission] 59135  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"21175","319.095459308","10.21.2.12","10.43.1.1","TCP","66","56139","7680","56139  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"21219","320.095560367","10.21.2.12","10.43.1.1","TCP","66","56139","7680","[TCP Retransmission] 56139  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"21341","322.095812290","10.21.2.12","10.43.1.1","TCP","66","56139","7680","[TCP Retransmission] 56139  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"21400","323.117261725","10.44.2.1","10.43.1.1","TCP","66","59135","7680","[TCP Retransmission] 59135  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"21623","326.096318362","10.21.2.12","10.43.1.1","TCP","66","56139","7680","[TCP Retransmission] 56139  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"21943","331.122275774","10.44.2.1","10.43.1.1","TCP","66","59135","7680","[TCP Retransmission] 59135  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"22166","334.097120802","10.21.2.12","10.43.1.1","TCP","66","56139","7680","[TCP Retransmission] 56139  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"24021","366.041193312","10.33.3.103","10.43.2.5","TCP","66","59543","7680","59543  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"24205","369.040193354","10.33.3.103","10.43.2.5","TCP","66","59543","7680","[TCP Retransmission] 59543  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"24206","369.043399333","10.43.1.228","35.222.85.5","TCP","74","57840","80","57840  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3688553246 TSecr=0 WS=128"
"24207","369.043675096","35.222.85.5","10.43.1.228","TCP","74","80","57840","80  >  57840 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=64 SACK_PERM=1 TSval=1657191148 TSecr=3688553246"
"24208","369.043757332","10.43.1.228","35.222.85.5","TCP","66","57840","80","57840  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3688553247 TSecr=1657191148"
"24209","369.043923432","10.43.1.228","35.222.85.5","HTTP","153","57840","80","GET / HTTP/1.1 "
"24210","369.044028837","35.222.85.5","10.43.1.228","TCP","66","80","57840","80  >  57840 [ACK] Seq=1 Ack=88 Win=65408 Len=0 TSval=1657191148 TSecr=3688553247"
"24222","369.312225929","35.222.85.5","10.43.1.228","HTTP","302","80","57840","HTTP/1.1 204 No Content "
"24223","369.312299713","10.43.1.228","35.222.85.5","TCP","66","57840","80","57840  >  80 [ACK] Seq=88 Ack=237 Win=64128 Len=0 TSval=3688553515 TSecr=1657191418"
"24224","369.312310439","35.222.85.5","10.43.1.228","TCP","66","80","57840","80  >  57840 [FIN, ACK] Seq=237 Ack=88 Win=65408 Len=0 TSval=1657191418 TSecr=3688553247"
"24225","369.312516422","10.43.1.228","35.222.85.5","TCP","66","57840","80","57840  >  80 [FIN, ACK] Seq=88 Ack=238 Win=64128 Len=0 TSval=3688553515 TSecr=1657191418"
"24226","369.312618185","35.222.85.5","10.43.1.228","TCP","66","80","57840","80  >  57840 [ACK] Seq=238 Ack=89 Win=65408 Len=0 TSval=1657191418 TSecr=3688553515"
"24512","375.043291835","10.33.3.103","10.43.2.5","TCP","66","59543","7680","[TCP Retransmission] 59543  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"35215","530.711239226","10.34.2.166","10.43.1.1","TCP","66","65384","7680","65384  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"35444","533.711093361","10.34.2.166","10.43.1.1","TCP","66","65384","7680","[TCP Retransmission] 65384  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"35808","537.614357531","10.33.3.166","10.43.2.5","TCP","66","56958","7680","56958  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"35873","538.623500939","10.33.3.166","10.43.2.5","TCP","66","56958","7680","[TCP Retransmission] 56958  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"35966","539.711011398","10.34.2.166","10.43.1.1","TCP","66","65384","7680","[TCP Retransmission] 65384  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"36030","540.638873302","10.33.3.166","10.43.2.5","TCP","66","56958","7680","[TCP Retransmission] 56958  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"36504","544.654724771","10.33.3.166","10.43.2.5","TCP","66","56958","7680","[TCP Retransmission] 56958  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"37118","552.670150098","10.33.3.166","10.43.2.5","TCP","66","56958","7680","[TCP Retransmission] 56958  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"39698","590.677817771","10.61.19.172","10.43.1.1","TCP","66","51923","7680","51923  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"39699","590.677823731","10.61.19.172","10.43.2.5","TCP","66","51928","7680","51928  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"39775","591.648469036","10.61.19.172","10.43.1.1","TCP","66","51923","7680","[TCP Retransmission] 51923  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"39776","591.658847774","10.61.19.172","10.43.2.5","TCP","66","51928","7680","[TCP Retransmission] 51928  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"39983","593.648364544","10.61.19.172","10.43.1.1","TCP","66","51923","7680","[TCP Retransmission] 51923  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"39986","593.661123634","10.61.19.172","10.43.2.5","TCP","66","51928","7680","[TCP Retransmission] 51928  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"40337","597.648682145","10.61.19.172","10.43.1.1","TCP","66","51923","7680","[TCP Retransmission] 51923  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"40338","597.660732222","10.61.19.172","10.43.2.5","TCP","66","51928","7680","[TCP Retransmission] 51928  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"40865","605.649951923","10.61.19.172","10.43.1.1","TCP","66","51923","7680","[TCP Retransmission] 51923  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"40866","605.663790670","10.61.19.172","10.43.2.5","TCP","66","51928","7680","[TCP Retransmission] 51928  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1363 WS=256 SACK_PERM=1"
"41550","613.768001394","10.38.1.160","10.43.2.5","TCP","66","57734","7680","57734  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"41663","614.779163100","10.38.1.160","10.43.2.5","TCP","66","57734","7680","[TCP Retransmission] 57734  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"41778","616.794344018","10.38.1.160","10.43.2.5","TCP","66","57734","7680","[TCP Retransmission] 57734  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"41989","620.809183975","10.38.1.160","10.43.2.5","TCP","66","57734","7680","[TCP Retransmission] 57734  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"42555","628.821862703","10.38.1.160","10.43.2.5","TCP","66","57734","7680","[TCP Retransmission] 57734  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"43606","650.766089553","10.34.2.166","10.43.1.1","TCP","66","65403","7680","65403  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"43717","652.698529039","10.35.2.5","10.43.2.5","TCP","66","51890","7680","51890  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"43762","653.696105756","10.35.2.5","10.43.2.5","TCP","66","51890","7680","[TCP Retransmission] 51890  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"43773","653.764578736","10.34.2.166","10.43.1.1","TCP","66","65403","7680","[TCP Retransmission] 65403  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"43878","655.696979155","10.35.2.5","10.43.2.5","TCP","66","51890","7680","[TCP Retransmission] 51890  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"44093","659.700904475","10.35.2.5","10.43.2.5","TCP","66","51890","7680","[TCP Retransmission] 51890  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"44096","659.765405139","10.34.2.166","10.43.1.1","TCP","66","65403","7680","[TCP Retransmission] 65403  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"44572","667.313549121","10.21.2.91","10.43.2.5","TCP","66","56360","7680","56360  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"44611","667.709759180","10.35.2.5","10.43.2.5","TCP","66","51890","7680","[TCP Retransmission] 51890  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"44672","669.043625950","10.43.1.228","35.224.99.156","TCP","74","60560","80","60560  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1635588786 TSecr=0 WS=128"
"44673","669.043733883","35.224.99.156","10.43.1.228","TCP","74","80","60560","80  >  60560 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=64 SACK_PERM=1 TSval=250066480 TSecr=1635588786"
"44674","669.043808338","10.43.1.228","35.224.99.156","TCP","66","60560","80","60560  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1635588786 TSecr=250066480"
"44675","669.043934275","10.43.1.228","35.224.99.156","HTTP","153","60560","80","GET / HTTP/1.1 "
"44676","669.044110857","35.224.99.156","10.43.1.228","TCP","66","80","60560","80  >  60560 [ACK] Seq=1 Ack=88 Win=65408 Len=0 TSval=250066480 TSecr=1635588786"
"44692","669.321869457","35.224.99.156","10.43.1.228","HTTP","302","80","60560","HTTP/1.1 204 No Content "
"44693","669.321942361","10.43.1.228","35.224.99.156","TCP","66","60560","80","60560  >  80 [ACK] Seq=88 Ack=237 Win=64128 Len=0 TSval=1635589064 TSecr=250066750"
"44694","669.321952779","35.224.99.156","10.43.1.228","TCP","66","80","60560","80  >  60560 [FIN, ACK] Seq=237 Ack=88 Win=65408 Len=0 TSval=250066750 TSecr=1635588786"
"44695","669.322162369","10.43.1.228","35.224.99.156","TCP","66","60560","80","60560  >  80 [FIN, ACK] Seq=88 Ack=238 Win=64128 Len=0 TSval=1635589064 TSecr=250066750"
"44696","669.322268510","35.224.99.156","10.43.1.228","TCP","66","80","60560","80  >  60560 [ACK] Seq=238 Ack=89 Win=65408 Len=0 TSval=250066760 TSecr=1635589064"
"44748","670.316057959","10.21.2.91","10.43.2.5","TCP","66","56360","7680","[TCP Retransmission] 56360  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"45019","676.329416145","10.21.2.91","10.43.2.5","TCP","66","56360","7680","[TCP Retransmission] 56360  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"45495","685.463912095","10.43.1.228","91.189.92.19","TCP","74","46684","443","46684  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=953939106 TSecr=0 WS=128"
"45496","685.464021933","91.189.92.19","10.43.1.228","TCP","74","443","46684","443  >  46684 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=64 SACK_PERM=1 TSval=1045271186 TSecr=953939106"
"45497","685.464094670","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=953939106 TSecr=1045271186"
"45498","685.464321577","10.43.1.228","91.189.92.19","TLSv1.2","255","46684","443","Client Hello"
"45499","685.464474841","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=1 Ack=190 Win=65344 Len=0 TSval=1045271186 TSecr=953939106"
"45552","686.156287308","91.189.92.19","10.43.1.228","TLSv1.2","1434","443","46684","Server Hello"
"45553","686.156356027","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=190 Ack=1369 Win=64128 Len=0 TSval=953939798 TSecr=1045271876"
"45554","686.156572717","91.189.92.19","10.43.1.228","TLSv1.2","1434","443","46684","Certificate [TCP segment of a reassembled PDU]"
"45555","686.156619280","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=190 Ack=2737 Win=64128 Len=0 TSval=953939799 TSecr=1045271876"
"45556","686.156638345","91.189.92.19","10.43.1.228","TLSv1.2","386","443","46684","Server Key Exchange, Server Hello Done"
"45557","686.156649881","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=190 Ack=3057 Win=64128 Len=0 TSval=953939799 TSecr=1045271876"
"45558","686.158912268","10.43.1.228","91.189.92.19","TLSv1.2","192","46684","443","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"45559","686.159126839","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=3057 Ack=316 Win=65216 Len=0 TSval=1045271876 TSecr=953939801"
"45567","686.295315885","91.189.92.19","10.43.1.228","TLSv1.2","117","443","46684","Change Cipher Spec, Encrypted Handshake Message"
"45568","686.295371548","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=316 Ack=3108 Win=64128 Len=0 TSval=953939937 TSecr=1045272016"
"45569","686.295874198","10.43.1.228","91.189.92.19","TLSv1.2","1109","46684","443","Application Data"
"45570","686.296080525","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=3108 Ack=1359 Win=64128 Len=0 TSval=1045272016 TSecr=953939938"
"45577","686.435698724","91.189.92.19","10.43.1.228","TLSv1.2","2034","443","46684","Application Data"
"45578","686.435752938","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=1359 Ack=5076 Win=64000 Len=0 TSval=953940078 TSecr=1045272156"
"45579","686.437759272","10.43.1.228","91.189.92.19","TLSv1.2","1133","46684","443","Application Data"
"45580","686.437964150","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=5076 Ack=2426 Win=63104 Len=0 TSval=1045272156 TSecr=953940080"
"45592","686.580386563","91.189.92.19","10.43.1.228","TCP","1514","443","46684","443  >  46684 [ACK] Seq=5076 Ack=2426 Win=63104 Len=1448 TSval=1045272296 TSecr=953940080 [TCP segment of a reassembled PDU]"
"45593","686.580471687","91.189.92.19","10.43.1.228","TCP","1514","443","46684","443  >  46684 [ACK] Seq=6524 Ack=2426 Win=63104 Len=1448 TSval=1045272296 TSecr=953940080 [TCP segment of a reassembled PDU]"
"45594","686.580483216","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=2426 Ack=7972 Win=64128 Len=0 TSval=953940222 TSecr=1045272296"
"45595","686.580492871","91.189.92.19","10.43.1.228","TLSv1.2","206","443","46684","Application Data, Application Data"
"45596","686.581137955","10.43.1.228","91.189.92.19","TLSv1.2","1109","46684","443","Application Data"
"45597","686.581338076","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=8112 Ack=3469 Win=62016 Len=0 TSval=1045272296 TSecr=953940223"
"45622","686.720948908","91.189.92.19","10.43.1.228","TLSv1.2","1608","443","46684","Application Data"
"45623","686.721003684","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=3469 Ack=9654 Win=64128 Len=0 TSval=953940363 TSecr=1045272436"
"45624","686.723532299","10.43.1.228","91.189.92.19","TLSv1.2","1109","46684","443","Application Data"
"45625","686.723796083","91.189.92.19","10.43.1.228","TCP","66","443","46684","443  >  46684 [ACK] Seq=9654 Ack=4512 Win=60992 Len=0 TSval=1045272446 TSecr=953940365"
"45633","686.881408058","91.189.92.19","10.43.1.228","TLSv1.2","1941","443","46684","Application Data"
"45634","686.881488271","10.43.1.228","91.189.92.19","TCP","66","46684","443","46684  >  443 [ACK] Seq=4512 Ack=11529 Win=64128 Len=0 TSval=953940523 TSecr=1045272596"
"45635","686.883376133","10.43.1.228","91.189.92.19","TLSv1.2","1109","46684","443","Application Data"
